INSTNM,SATVR75,SATWR75,SATMT75,mn_earn_wne_p10,CITY
Loyola College in Maryland,630,,650,,Baltimore
University of Colorado at Boulder,630,,650,,Boulder
Bradley University,630,,650,,Peoria
University of South Carolina-Columbia,630,,650,50600,Columbia
University of St Thomas,630,,650,58000,Saint Paul
Miami University-Oxford,630,,650,53600,Oxford
FAIRFIELD UNIVERSITY,630,,650,,FAIRFIELD
UNIVERSITY OF DELAWARE,630,,650,,NEWARK
BUTLER UNIVERSITY,630,,650,,INDIANAPOLIS
INDIANA WESLEYAN UNIVERSITY,630,,650,,MARION
WARTBURG COLLEGE,630,,650,,WAVERLY
SANTA CLARA UNIVERSITY,630,,650,,SANTA CLARA
UNIVERSITY OF COLORADO AT BOULDER,630,,650,,BOULDER
UNIVERSITY OF CONNECTICUT,630,,650,,STORRS
MARQUETTE UNIVERSITY,630,,650,,MILWAUKEE
UNIVERSITY OF WASHINGTON-SEATTLE CAMPUS,630,,650,,SEATTLE
HOPE COLLEGE,630,,650,,HOLLAND
CLEMSON UNIVERSITY,630,,650,,CLEMSON
BAYLOR UNIVERSITY,630,,650,,WACO
Miami University-Oxford,630,,650,,Oxford
GONZAGA UNIVERSITY,630,,650,,SPOKANE
Missouri State University-Springfield,630,,650,,Springfield
Louisiana State University and Agricultural & Mechanical College,630,,650,,Baton Rouge
University of South Carolina-Columbia,630,,650,49800,Columbia
University of Colorado Boulder,630,,650,55600,Boulder
Missouri State University-Springfield,630,,650,41500,Springfield
University of Massachusetts Amherst,630,,650,54200,Amherst
Truman State University,630,,650,47400,Kirksville
North Dakota State University-Main Campus,630,,650,,Fargo
University of Colorado at Boulder,630,,650,58700,Boulder
University of Arkansas Main Campus,630,,650,49500,Fayetteville
University of Colorado Boulder,630,,650,,Boulder
University of Colorado at Boulder,630,,650,,Boulder
Butler University,630,,650,,Indianapolis
University of Arkansas Main Campus,630,,650,,Fayetteville
University of San Diego,630,,650,,San Diego
University of Oklahoma-Norman Campus,630,,650,,Norman
University of Colorado Boulder,630,,650,,Boulder
Louisiana State University and Agricultural & Mechanical College,630,600,650,53900,Baton Rouge
University of Central Florida,630,600,650,,Orlando
Embry-Riddle Aeronautical University-Prescott,630,600,650,,Prescott
University of Utah,630,610,650,58600,Salt Lake City
University of Central Florida,630,610,650,48900,Orlando
Butler University,630,610,650,64300,Indianapolis
Kansas State University,630,610,650,,Manhattan
Auburn University,630,610,650,,Auburn University
University of Central Florida,630,610,650,,Orlando
Ohio Northern University,630,620,650,66100,Ada
Indiana University-Bloomington,630,620,650,53400,Bloomington
Millikin University,630,620,650,48900,Decatur
Butler University,630,620,650,66000,Indianapolis
Indiana University-Bloomington,630,620,650,,Bloomington
Taylor University,630,620,650,,Upland
Juniata College,630,620,650,49600,Huntingdon
Marquette University,630,630,650,,Milwaukee
Marquette University,630,630,650,,Milwaukee
Albion College,630,630,650,,Albion
Texas Christian University,630,630,650,57700,Fort Worth
Marquette University,630,630,650,64100,Milwaukee
University of Delaware,630,630,650,62900,Newark
University of San Diego,630,630,650,68700,San Diego
Texas Christian University,630,630,650,,Fort Worth
University of Delaware,630,630,650,,Newark
Marquette University,630,630,650,,Milwaukee
University of Delaware,630,640,650,61900,Newark
Texas Christian University,630,640,650,58300,Fort Worth
Jewish Theological Seminary of America,630,640,650,,New York
University of San Diego,630,650,650,,San Diego
Loyola Marymount University,630,650,650,63900,Los Angeles
Texas Christian University,630,650,650,,Fort Worth
North Dakota State University-Main Campus,625,580,650,,Fargo
University of Dayton,620,,650,,Dayton
MICHIGAN STATE UNIVERSITY,620,,650,,EAST LANSING
Wichita State University,620,,650,,Wichita
University of Dayton,620,,650,,Dayton
FLORIDA INSTITUTE OF TECHNOLOGY-MELBOURNE,620,,650,,MELBOURNE
Maryville University of Saint Louis,620,,650,51000,Saint Louis
Tennessee Technological University,620,,650,,Cookeville
Michigan State University,620,,650,,East Lansing
OHIO STATE UNIVERSITY-MAIN CAMPUS,620,,650,,COLUMBUS
DORDT COLLEGE,620,,650,,SIOUX CENTER
UNIVERSITY OF CALIFORNIA-SANTA BARBARA,620,,650,,SANTA BARBARA
UNIVERSITY OF SAN DIEGO,620,,650,,SAN DIEGO
UNIVERSITY OF DELAWARE,620,,650,,NEWARK
BRADLEY UNIVERSITY,620,,650,,PEORIA
University of St Thomas,620,,650,,Saint Paul
FLORIDA INSTITUTE OF TECHNOLOGY-MELBOURNE,620,,650,,MELBOURNE
UNIVERSITY OF DELAWARE,620,,650,,NEWARK
Tennessee Technological University,620,,650,42700,Cookeville
University of Alabama at Birmingham,620,,650,47700,Birmingham
MICHIGAN STATE UNIVERSITY,620,,650,,EAST LANSING
Valparaiso University,620,,650,,Valparaiso
Arizona State University-Tempe,620,,650,,Tempe
Albany College of Pharmacy and Health Sciences,620,590,650,,Albany
Michigan State University,620,600,650,55600,East Lansing
University of Central Florida,620,600,650,49700,Orlando
Albany College of Pharmacy and Health Sciences,620,600,650,101200,Albany
Wabash College,620,610,650,,Crawfordsville
University of Utah,620,610,650,,Salt Lake City
Auburn University Main Campus,620,620,650,,Auburn University
Albany College of Pharmacy and Health Sciences,620,620,650,,Albany
Ohio Northern University,620,620,650,,Ada
Auburn University,620,620,650,,Auburn University
Syracuse University,620,630,650,,Syracuse
Pratt Institute-Main,620,630,650,43500,Brooklyn
Ohio Northern University,620,630,650,,Ada
Syracuse University,620,630,650,62300,Syracuse
Syracuse University,620,630,650,,Syracuse
Syracuse University,620,630,650,63900,Syracuse
Syracuse University,620,630,650,,Syracuse
Syracuse University,620,630,650,,Syracuse
Loyola College in Maryland,620,640,650,,Baltimore
Texas Christian University,620,640,650,,Fort Worth
SUNY at Buffalo,610,,650,58600,Buffalo
Ripon College,610,,650,47900,Ripon
CHRISTIAN BROTHERS UNIVERSITY,610,,650,,MEMPHIS
University at Buffalo,610,,650,,Buffalo
North Dakota State University-Main Campus,610,,650,51300,Fargo
CHRISTIAN BROTHERS UNIVERSITY,610,,650,,MEMPHIS
PURDUE UNIVERSITY-MAIN CAMPUS,610,,650,,WEST LAFAYETTE
Florida Institute of Technology,610,,650,,Melbourne
University at Buffalo,610,,650,,Buffalo
UNIVERSITY OF THE PACIFIC,610,,650,,STOCKTON
POINT LOMA NAZARENE UNIVERSITY,610,,650,,SAN DIEGO
FLORIDA INSTITUTE OF TECHNOLOGY-MELBOURNE,610,,650,,MELBOURNE
University at Buffalo,610,,650,57300,Buffalo
University of the Sciences in Philadelphia,610,,650,,Philadelphia
Drexel University,610,,650,,Philadelphia
PURDUE UNIVERSITY-MAIN CAMPUS,610,,650,,WEST LAFAYETTE
Purdue University-Main Campus,610,,650,,West Lafayette
FLORIDA INSTITUTE OF TECHNOLOGY-MELBOURNE,610,,650,,MELBOURNE
Florida Institute of Technology,610,,650,,Melbourne
Clarkson University,610,580,650,69500,Potsdam
Wabash College,610,590,650,57200,Crawfordsville
North Carolina State University at Raleigh,610,610,650,,Raleigh
Coe College,610,610,650,,Cedar Rapids
Hastings College,600,,650,46600,Hastings
University of the Sciences in Philadelphia,600,,650,95900,Philadelphia
Clarkson University,600,,650,,Potsdam
Wartburg College,600,,650,,Waverly
UNIVERSITY OF MICHIGAN-FLINT,600,,650,,FLINT
University at Buffalo,600,,650,56400,Buffalo
University of the Sciences in Philadelphia,600,,650,98000,Philadelphia
UNIVERSITY OF CENTRAL ARKANSAS,600,,650,,CONWAY
PURDUE UNIVERSITY-MAIN CAMPUS,600,,650,,WEST LAFAYETTE
BENTLEY COLLEGE,600,,650,,WALTHAM
Embry Riddle Aeronautical University-Prescott,600,,650,,Prescott
Florida Institute of Technology,600,,650,55200,Melbourne
UNIVERSITY OF JUDAISM,600,,650,,LOS ANGELES
Tennessee Technological University,600,,650,,Cookeville
Purdue University-Main Campus,600,590,650,,West Lafayette
Albany College of Pharmacy and Health Sciences,600,595,650,,Albany
University of Illinois at Chicago,600,610,650,61700,Chicago
University of the Sciences,600,610,650,,Philadelphia
University of the Sciences,600,610,650,,Philadelphia
York College,593,,650,,York
New Jersey Institute of Technology,590,,650,,Newark
NEW JERSEY INSTITUTE OF TECHNOLOGY,590,,650,,NEWARK
NEW JERSEY INSTITUTE OF TECHNOLOGY,590,,650,,Newark
SUNY AT STONY BROOK,590,,650,,STONY BROOK
LAWRENCE TECHNOLOGICAL UNIVERSITY,590,,650,,SOUTHFIELD
Albany College of Pharmacy,590,,650,,Albany
New Jersey Institute of Technology,590,570,650,,Newark
New Jersey Institute of Technology,590,580,650,,Newark
University of Illinois at Springfield,590,580,650,,Springfield
Wisconsin Lutheran College,587,,650,36900,Milwaukee
CUNY Bernard M Baruch College,580,,650,,New York
Maryville University of Saint Louis,580,,650,,Saint Louis
New Jersey Institute of Technology,580,,650,67800,Newark
New Jersey Institute of Technology,580,,650,67500,Newark
New Jersey Institute of Technology,580,570,650,71600,Newark
Louisiana Tech University,570,,650,,Ruston
Visible Music College,570,600,650,,Memphis
Briar Cliff University,560,,650,,Sioux City
Newman University,560,600,650,44400,Wichita
Monmouth College,550,620,650,,Monmouth
Southern California Institute of Architecture,540,530,650,PrivacySuppressed,Los Angeles
William Carey University,490,,650,40800,Hattiesburg
Loras College,,,650,,Dubuque
Bradley University,,620,650,,Peoria
Dallas Baptist University,657,,649,45700,Dallas
Rockhurst University,640,,649,,Kansas City
Drury University,693,662,648,,Springfield
University of Michigan-Flint,675,673,648,,Flint
College of St Catherine,658,,648,,Saint Paul
Bethel University,658,,648,,Saint Paul
Dallas Baptist University,656,,648,,Dallas
Indiana Wesleyan University,655,,648,,Marion
University of Utah,620,610,648,,Salt Lake City
SUNY AT STONY BROOK,600,,648,,STONY BROOK
ROBERTS WESLEYAN COLLEGE,657,,647,,ROCHESTER
Dallas Baptist University,651,,647,,Dallas
CHAPMAN UNIVERSITY,641,,647,,ORANGE
JOHNSON COLLEGE,743,,645,,SCRANTON
University of Puerto Rico-Rio Piedras Campus,672,,645,,Rio Piedras
William Jewell College,670,,645,,Liberty
Palm Beach Atlantic University-West Palm Beach,663,,645,,West Palm Beach
CLARK UNIVERSITY,660,,645,,WORCESTER
Campbell University,655,650,645,,Buies Creek
ALLEGHENY COLLEGE,650,,645,,MEADVILLE
Hebrew Theological College,640,620,645,,Skokie
PHILADELPHIA BIBLICAL UNIV-WISCONSIN WILDERNESS,635,,645,,CABLE
College of Saint Benedict,635,650,645,51000,Saint Joseph
Saint Mary's University of Minnesota,630,,645,,Winona
Xavier University,630,630,645,55500,Cincinnati
NEW MEXICO MILITARY INSTITUTE,610,,645,,ROSWELL
Webster University,560,,645,,Saint Louis
Gordon College,646,640,643,,Wenham
XAVIER UNIVERSITY,630,,643,,CINCINNATI
Clarke College,628,,643,,Dubuque
SOUTHAMPTON COLLEGE OF LONG ISLAND UNIVERSITY,660,,642,,Southampton
Campbell University,630,660,642,53000,Buies Creek
WESTERN BAPTIST COLLEGE,652,,641,,SALEM
Transylvania University,642,,641,,Lexington
Thomas Aquinas College,730,690,640,PrivacySuppressed,Santa Paula
SARAH LAWRENCE COLLEGE,710,,640,,BRONXVILLE
SARAH LAWRENCE COLLEGE,710,,640,,BRONXVILLE
BENNINGTON COLLEGE,708,,640,,Bennington
Bennington College,700,,640,,Bennington
SARAH LAWRENCE COLLEGE,700,,640,,BRONXVILLE
Earlham College,700,640,640,,Richmond
Thomas Aquinas College,700,690,640,,Santa Paula
North Greenville University,693,,640,,Tigerville
University of Minnesota-Morris,690,640,640,,Morris
Earlham College,690,660,640,41700,Richmond
University of Dallas,690,670,640,48900,Irving
Union University,680,,640,44900,Jackson
University of Minnesota-Morris,680,,640,48000,Morris
UNIVERSITY OF DALLAS,680,,640,,IRVING
BENNINGTON COLLEGE,680,,640,,Bennington
Cox College,680,560,640,,Springfield
Barclay College,680,570,640,33600,Haviland
Emerson College,680,670,640,,Boston
Emerson College,680,670,640,50000,Boston
Bryan College,678,,640,,Dayton
Northwestern College,675,,640,,Saint Paul
Saint Johns University,673,620,640,66200,Collegeville
PITZER COLLEGE,670,,640,,CLAREMONT
Hannibal-LaGrange University,670,,640,,Hannibal
Goucher College,670,,640,,Baltimore
Union University,670,,640,,Jackson
University of Mary Washington,670,,640,,Fredericksburg
Northland College,670,,640,,Ashland
GORDON COLLEGE,670,,640,,WENHAM
UNIVERSITY OF DALLAS,670,,640,,IRVING
LOYOLA UNIVERSITY NEW ORLEANS,670,,640,,NEW ORLEANS
GOUCHER COLLEGE,670,,640,,BALTIMORE
Northland College,670,,640,35000,Ashland
BIRMINGHAM SOUTHERN COLLEGE,670,,640,,Birmingham
Grace University,670,,640,,Omaha
DREW UNIVERSITY,670,,640,,MADISON
Northland College,670,,640,,Ashland
EMERSON COLLEGE,670,,640,,Boston
UNIVERSITY OF MARY WASHINGTON,670,,640,,FREDERICKSBURG
Clark University,670,,640,,Worcester
Emerson College,670,660,640,,Boston
University of Dallas,670,660,640,,Irving
Emerson College,670,670,640,45900,Boston
Concordia University-Ann Arbor,660,,640,44600,Ann Arbor
Franciscan University of Steubenville,660,,640,39600,Steubenville
John Brown University,660,,640,,Siloam Springs
MARY WASHINGTON COLLEGE,660,,640,,FREDERICKSBURG
OGLETHORPE UNIVERSITY,660,,640,,ATLANTA
GOSHEN COLLEGE,660,,640,,GOSHEN
EMERSON COLLEGE,660,,640,,Boston
EMMAUS BIBLE COLLEGE,660,,640,,DUBUQUE
CLARK UNIVERSITY,660,,640,,WORCESTER
MARY WASHINGTON COLLEGE,660,,640,,FREDERICKSBURG
Clark University,660,,640,,Worcester
SIMONS ROCK COLLEGE OF BARD,660,,640,,GREAT BARRINGTON
University of North Carolina at Asheville,660,,640,,Asheville
Allegheny College,660,,640,56000,Meadville
Franciscan University of Steubenville,660,,640,,Steubenville
Union University,660,,640,,Jackson
MILLSAPS COLLEGE,660,,640,,JACKSON
John Brown University,660,640,640,54000,Siloam Springs
Houghton College,660,640,640,45100,Houghton
The College of Saint Scholastica,660,640,640,,Duluth
University of Michigan-Flint,655,,640,44200,Flint
Union University,650,,640,,Jackson
HOUGHTON COLLEGE,650,,640,,HOUGHTON
BIRMINGHAM SOUTHERN COLLEGE,650,,640,,Birmingham
Clark University,650,,640,53000,Worcester
Asbury College,650,,640,38800,Wilmore
Juniata College,650,,640,,Huntingdon
Illinois College,650,,640,,Jacksonville
Centenary College of Louisiana,650,,640,,Shreveport
Fordham University,650,,640,,Bronx
Cedarville University,650,,640,,Cedarville
Birmingham Southern College,650,,640,,Birmingham
Rollins College,650,,640,,Winter Park
Pacific University,650,,640,,Forest Grove
GORDON COLLEGE,650,,640,,WENHAM
BETHEL COLLEGE,650,,640,,ST PAUL
WILLIAM JEWELL COLLEGE,650,,640,,LIBERTY
WARTBURG COLLEGE,650,,640,,WAVERLY
BIRMINGHAM SOUTHERN COLLEGE,650,,640,,Birmingham
Rockhurst University,650,,640,52700,Kansas City
HOUGHTON COLLEGE,650,,640,,HOUGHTON
LOYOLA UNIVERSITY NEW ORLEANS,650,,640,,NEW ORLEANS
GOUCHER COLLEGE,650,,640,,BALTIMORE
ALLEGHENY COLLEGE,650,,640,,MEADVILLE
BIRMINGHAM SOUTHERN COLLEGE,650,,640,,Birmingham
CLARK UNIVERSITY,650,,640,,WORCESTER
COLLEGE OF WOOSTER,650,,640,,Wooster
CEDARVILLE UNIVERSITY,650,,640,,CEDARVILLE
Cedarville University,650,,640,44600,Cedarville
Stonehill College,650,,640,64400,Easton
Florida State University,650,,640,50200,Tallahassee
College of Charleston,650,,640,,Charleston
Wittenberg University,650,,640,,Springfield
College of Charleston,650,,640,,Charleston
GRACE BIBLE COLLEGE,650,,640,,WYOMING
FORDHAM UNIVERSITY,650,,640,,BRONX
CEDARVILLE UNIVERSITY,650,,640,,CEDARVILLE
Fordham University,650,,640,,Bronx
University of Portland,650,,640,,Portland
Concordia University-Saint Paul,650,510,640,49100,Saint Paul
Southern University at New Orleans,650,610,640,,New Orleans
Taylor University,650,620,640,42100,Upland
University of North Carolina at Asheville,650,620,640,,Asheville
Cedarville University,650,630,640,,Cedarville
Whitworth University,650,630,640,45600,Spokane
Cedarville University,650,630,640,46000,Cedarville
Whitworth University,650,630,640,,Spokane
Hamline University,650,630,640,,Saint Paul
Saint Michael's College,650,630,640,,Colchester
Gordon College,650,640,640,41100,Wenham
Cedarville University,650,640,640,,Cedarville
Gordon College,650,640,640,,Wenham
Loyola University-Chicago,650,650,640,,Chicago
Wofford College,650,680,640,56600,Spartanburg
Loyola University Chicago,648,630,640,,Chicago
Hamline University,645,615,640,53300,Saint Paul
FORDHAM UNIVERSITY,643,,640,,BRONX
Juniata College,640,,640,50200,Huntingdon
Harding University,640,,640,,Searcy
Millsaps College,640,,640,52600,Jackson
MERCER UNIVERSITY,640,,640,,MACON
Rollins College,640,,640,48500,Winter Park
The University of Tennessee,640,,640,52200,Knoxville
University of Portland,640,,640,59700,Portland
University of St Thomas,640,,640,61400,Saint Paul
Stonehill College,640,,640,,Easton
Ithaca College,640,,640,,Ithaca
Rockhurst University,640,,640,,Kansas City
Xavier University,640,,640,,Cincinnati
University of Portland,640,,640,,Portland
Belmont University,640,,640,,Nashville
University of St Thomas,640,,640,,Houston
Mercer University,640,,640,,Macon
Loyola University Chicago,640,,640,,Chicago
University of California-Santa Cruz,640,,640,,Santa Cruz
University of Arkansas Main Campus,640,,640,,Fayetteville
John Brown University,640,,640,,Siloam Springs
SUNY COLLEGE AT GENESEO,640,,640,,GENESEO
MESSIAH COLLEGE,640,,640,,GRANTHAM
UNION UNIVERSITY,640,,640,,JACKSON
CATHOLIC UNIVERSITY OF AMERICA,640,,640,,WASHINGTON
Ripon College,640,,640,48900,Ripon
Belmont University,640,,640,45400,Nashville
Christopher Newport University,640,,640,44800,Newport News
HANOVER COLLEGE,640,,640,,HANOVER
ITHACA COLLEGE,640,,640,,ITHACA
ST JOSEPHS HOSPITAL HEALTH CENTER SCHOOL OF NURS,640,,640,,SYRACUSE
UNIVERSITY OF PORTLAND,640,,640,,PORTLAND
ROLLINS COLLEGE,640,,640,,WINTER PARK
Alma College,640,,640,,Alma
Mercer University,640,,640,,Macon
XAVIER UNIVERSITY,640,,640,,CINCINNATI
COE COLLEGE,640,,640,,CEDAR RAPIDS
College of Charleston,640,,640,44700,Charleston
University of Portland,640,,640,,Portland
Belmont University,640,,640,,Nashville
University of Denver,640,,640,60400,Denver
SUNY at Fredonia,640,,640,,Fredonia
The University of Tennessee,640,,640,,Knoxville
Christopher Newport University,640,,640,,Newport News
ITHACA COLLEGE,640,,640,,ITHACA
UNIVERSITY OF PORTLAND,640,,640,,PORTLAND
WHITWORTH COLLEGE,640,,640,,SPOKANE
COLLEGE OF CHARLESTON,640,,640,,CHARLESTON
GONZAGA UNIVERSITY,640,,640,,SPOKANE
University of Alabama in Huntsville,640,,640,,Huntsville
Florida State University,640,,640,,Tallahassee
Covenant College,640,,640,,Lookout Mountain
University of St Thomas,640,,640,,Saint Paul
William Jewell College,640,,640,,Liberty
University of St Thomas,640,,640,,Saint Paul
Southwestern University,640,,640,,Georgetown
Goshen College,640,600,640,,Goshen
John Brown University,640,610,640,,Siloam Springs
Northland College,640,610,640,,Ashland
Washington College,640,610,640,,Chestertown
Seattle University,640,620,640,61200,Seattle
Xavier University,640,620,640,,Cincinnati
Juniata College,640,620,640,,Huntingdon
Goshen College,640,620,640,,Goshen
Loyola University Chicago,640,620,640,,Chicago
Loyola University Chicago,640,628,640,59800,Chicago
Wagner College,640,630,640,57100,Staten Island
Seattle University,640,630,640,,Seattle
Messiah College,640,630,640,45700,Grantham
College of Charleston,640,630,640,,Charleston
Birmingham Southern College,640,630,640,,Birmingham
Seattle Pacific University,640,630,640,,Seattle
Messiah College,640,630,640,,Grantham
Ithaca College,640,630,640,,Ithaca
Cedarville University,640,630,640,,Cedarville
Ithaca College,640,640,640,,Ithaca
Rollins College,640,640,640,,Winter Park
University of Vermont,640,640,640,50500,Burlington
University of Vermont,640,640,640,50000,Burlington
University of Vermont,640,640,640,,Burlington
Rollins College,640,640,640,,Winter Park
University of Vermont,640,640,640,,Burlington
Ursinus College,640,640,640,,Collegeville
Florida State University,640,640,640,,Tallahassee
Oklahoma City University,640,650,640,46300,Oklahoma City
UNIVERSITY OF ALABAMA IN HUNTSVILLE,638,,640,,HUNTSVILLE
Coe College,638,610,640,51200,Cedar Rapids
Mercer University,635,620,640,57500,Macon
Stonehill College,630,,640,67800,Easton
Mississippi State University,630,,640,,Mississippi State
University of Arkansas Main Campus,630,,640,,Fayetteville
BETHEL COLLEGE,630,,640,,ST PAUL
Loyola University Maryland,630,,640,74000,Baltimore
LOYOLA UNIVERSITY CHICAGO,630,,640,,CHICAGO
FLORIDA STATE UNIVERSITY,630,,640,,TALLAHASSEE
SUNY College of Environmental Science and Forestry,630,,640,46700,Syracuse
Wagner College,630,,640,,Staten Island
University of Utah,630,,640,59300,Salt Lake City
University of Louisville,630,,640,44300,Louisville
DAVID LIPSCOMB UNIVERSITY,630,,640,,NASHVILLE
UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,630,,640,,PITTSBURGH
PROVIDENCE COLLEGE,630,,640,,PROVIDENCE
The University of Tennessee,630,,640,,Knoxville
University of Alabama in Huntsville,630,,640,51900,Huntsville
Messiah College,630,,640,,Grantham
Valparaiso University,630,,640,,Valparaiso
Lawrence Technological University,630,,640,,Southfield
Wagner College,630,,640,,Staten Island
Juniata College,630,,640,,Huntingdon
Embry Riddle Aeronautical University-Prescott,630,,640,,Prescott
Texas Christian University,630,,640,,Fort Worth
Hampden-Sydney College,630,,640,,Hampden-Sydney
Loyola Marymount University,630,,640,,Los Angeles
Bradley University,630,,640,,Peoria
Point Loma Nazarene University,630,,640,,San Diego
University of Denver,630,,640,,Denver
Loyola Marymount University,630,,640,,Los Angeles
FAIRFIELD UNIVERSITY,630,,640,,FAIRFIELD
FLORIDA STATE UNIVERSITY,630,,640,,TALLAHASSEE
HUNTINGTON COLLEGE,630,,640,,HUNTINGTON
CEDARVILLE UNIVERSITY,630,,640,,CEDARVILLE
CENTENARY COLLEGE OF LOUISIANA,630,,640,,Shreveport
STONEHILL COLLEGE,630,,640,,Easton
UNIVERSITY OF PORTLAND,630,,640,,PORTLAND
Hofstra University,630,,640,60300,Hempstead
JUNIATA COLLEGE,630,,640,,HUNTINGDON
VALPARAISO UNIVERSITY,630,,640,,VALPARAISO
LOUISIANA STATE UNIV & AG & MECH & HEBERT LAWS CTR,630,,640,,BATON ROUGE
Hofstra University,630,,640,,Hempstead
MARQUETTE UNIVERSITY,630,,640,,MILWAUKEE
UNIVERSITY OF ALABAMA IN HUNTSVILLE,630,,640,,HUNTSVILLE
UNIVERSITY OF CALIFORNIA-SANTA CRUZ,630,,640,,SANTA CRUZ
ITHACA COLLEGE,630,,640,,ITHACA
MERCER UNIVERSITY,630,,640,,MACON
STONEHILL COLLEGE,630,,640,,Easton
GETTYSBURG COLLEGE,630,,640,,GETTYSBURG
UNIVERSITY OF PITTSBURGH-MAIN CAMPUS,630,,640,,PITTSBURGH
University of Louisville,630,,640,43700,Louisville
Juniata College,630,,640,,Huntingdon
University of South Carolina-Columbia,630,,640,,Columbia
Tennessee Technological University,630,,640,,Cookeville
Florida State University,630,,640,53200,Tallahassee
University of Alabama at Birmingham,630,,640,46300,Birmingham
Samford University,630,,640,57900,Birmingham
MARYVILLE UNIVERSITY OF SAINT LOUIS,630,,640,,ST LOUIS
Rollins College,630,,640,,Winter Park
University of Alabama at Birmingham,630,,640,,Birmingham
Mercer University,630,,640,,Macon
Transylvania University,630,,640,,Lexington
Mercer University,630,,640,,Macon
University of Kentucky,630,,640,,Lexington
University of Alabama in Huntsville,630,,640,,Huntsville
University of California-Santa Cruz,630,,640,,Santa Cruz
SUNY College of Environmental Science and Forestry,630,,640,,Syracuse
The University of Tennessee,630,,640,53600,Knoxville
SOUTHERN METHODIST UNIVERSITY,630,,640,,DALLAS
Birmingham Southern College,630,,640,,Birmingham
Mercer University,630,,640,,Macon
The University of Tennessee,630,0,640,,Knoxville
Madonna University,630,570,640,,Livonia
Harding University,630,600,640,42900,Searcy
Benedictine University,630,600,640,,Lisle
University of Central Florida,630,600,640,,Orlando
University of South Florida-Main Campus,630,600,640,,Tampa
Montana State University,630,600,640,,Bozeman
University of North Florida,630,610,640,,Jacksonville
Oklahoma City University,630,610,640,,Oklahoma City
University of Central Florida,630,610,640,,Orlando
College of Saint Benedict,630,618,640,,Saint Joseph
Hebrew Theological College,630,620,640,PrivacySuppressed,Skokie
University of California-Santa Cruz,630,620,640,50100,Santa Cruz
Messiah College,630,620,640,44400,Grantham
University of Vermont,630,620,640,,Burlington
Rollins College,630,620,640,50100,Winter Park
University of St Thomas,630,620,640,,Houston
University of California-Santa Cruz,630,620,640,50100,Santa Cruz
Messiah College,630,620,640,,Grantham
University of Illinois at Chicago,630,620,640,,Chicago
Pratt Institute-Main,630,620,640,,Brooklyn
Wagner College,630,620,640,,Staten Island
University of Vermont,630,630,640,55700,Burlington
Ithaca College,630,630,640,55700,Ithaca
University of California-Santa Cruz,630,630,640,,Santa Cruz
Wagner College,630,630,640,,Staten Island
Hobart William Smith Colleges,630,630,640,,Geneva
Ithaca College,630,630,640,,Ithaca
Butler University,630,630,640,,Indianapolis
University of San Francisco,630,630,640,,San Francisco
Texas Christian University,630,640,640,,Fort Worth
Providence College,630,640,640,66400,Providence
Providence College,630,640,640,,Providence
Providence College,630,650,640,72000,Providence
Providence College,630,650,640,,Providence
Providence College,630,660,640,,Providence
University of Louisville,628,,640,,Louisville
Loyola University Maryland,627,,640,,Baltimore
Concordia University-Ann Arbor,625,,640,,Ann Arbor
Concordia University-Ann Arbor,625,,640,,Ann Arbor
Luther College,625,620,640,46400,Decorah
Albion College,620,,640,58700,Albion
UNIVERSITY OF DAYTON,620,,640,,DAYTON
University of Arkansas,620,,640,49300,Fayetteville
Linfield College,620,,640,,McMinnville
University of Dayton,620,,640,,Dayton
University of Alabama at Birmingham,620,,640,,Birmingham
William Jewell College,620,,640,,Liberty
University of Louisville,620,,640,45100,Louisville
TEXAS CHRISTIAN UNIVERSITY,620,,640,,FT WORTH
UNIVERSITY OF SAN DIEGO,620,,640,,SAN DIEGO
UNIVERSITY OF ST THOMAS,620,,640,,ST PAUL
UNIVERSITY OF COLORADO AT BOULDER,620,,640,,BOULDER
UNIVERSITY OF SAN DIEGO,620,,640,,SAN DIEGO
Marist College,620,,640,,Poughkeepsie
NORTHEASTERN UNIVERSITY,620,,640,,BOSTON
University of South Carolina-Columbia,620,,640,51900,Columbia
University of Dayton,620,,640,60200,Dayton
Washington & Jefferson College,620,,640,60900,Washington
Indiana University-Bloomington,620,,640,54300,Bloomington
Presbyterian College,620,,640,,Clinton
BUTLER UNIVERSITY,620,,640,,INDIANAPOLIS
University of Massachusetts Amherst,620,,640,,Amherst
Hebrew Theological College,620,,640,,Skokie
University of Kentucky,620,,640,,Lexington
UNIVERSITY OF SAN DIEGO,620,,640,,SAN DIEGO
UNIVERSITY OF ST THOMAS,620,,640,,ST PAUL
Messiah College,620,,640,45800,Grantham
UNIVERSITY OF COLORADO AT BOULDER,620,,640,,BOULDER
SUNY College of Environmental Science and Forestry,620,,640,46800,Syracuse
University of Massachusetts Amherst,620,,640,,Amherst
GONZAGA UNIVERSITY,620,,640,,SPOKANE
UNIVERSITY OF ALABAMA AT BIRMINGHAM,620,,640,,BIRMINGHAM
Montana State University,620,,640,,Bozeman
TEXAS CHRISTIAN UNIVERSITY,620,,640,,FT WORTH
SAMFORD UNIVERSITY,620,,640,,BIRMINGHAM
University of Dayton,620,,640,58500,Dayton
DRAKE UNIVERSITY,620,,640,,DES MOINES
University of St Thomas,620,,640,59600,Saint Paul
BUTLER UNIVERSITY,620,,640,,INDIANAPOLIS
