INSTNM,SATVR75,SATWR75,SATMT75,mn_earn_wne_p10,CITY
Dakota State University,550,,560,,Madison
East Tennessee State University,550,,560,,Johnson City
Mars Hill College,550,,560,,Mars Hill
Indiana University-Purdue University-Indianapolis,550,,560,,Indianapolis
Oakland City University,550,,560,,Oakland City
Southwest Baptist University,550,,560,,Bolivar
MONMOUTH UNIVERSITY,550,,560,,WEST LONG BRANCH
Piedmont College,550,,560,41600,Demorest
Erskine College,550,,560,,Due West
LA SIERRA UNIVERSITY,550,,560,,RIVERSIDE
BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,550,,560,,BLOOMSBURG
Westfield State College,550,,560,,Westfield
Eastern Connecticut State University,550,,560,45000,Willimantic
SAN FRANCISCO STATE UNIVERSITY,550,,560,,SAN FRANCISCO
Northern Kentucky University,550,,560,,Highland Heights
Florida Gulf Coast University,550,,560,50400,Fort Myers
Sonoma State University,550,,560,,Rohnert Park
Metropolitan State College of Denver,550,,560,,Denver
BELMONT ABBEY COLLEGE,550,,560,,BELMONT
BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,550,,560,,BLOOMSBURG
CUNY COLLEGE OF STATEN ISLAND,550,,560,,STATEN ISLAND
Barton College,550,,560,41600,Wilson
Western Kentucky University,550,,560,38400,Bowling Green
University of Mary Hardin-Baylor,550,,560,44400,Belton
Westfield State College,550,,560,46800,Westfield
FAIRLEIGH DICKINSON UNIVERSITY-COLLEGE AT FLORHAM,550,,560,,MADISON
LA SIERRA UNIVERSITY,550,,560,,RIVERSIDE
UNIVERSITY OF INDIANAPOLIS,550,,560,,INDIANAPOLIS
FROSTBURG STATE UNIVERSITY,550,,560,,FROSTBURG
PENNSYLVANIA STATE UNIVERSITY-PENN STATE ALTOONA,550,,560,,ALTOONA
BRIDGEWATER STATE COLLEGE,550,,560,,BRIDGEWATER
Mid-Atlantic Christian University,550,,560,,Elizabeth City
Iona College,550,,560,,New Rochelle
Albright College,550,,560,,Reading
Bridgewater College,550,,560,,Bridgewater
Waynesburg University,550,,560,48900,Waynesburg
Sam Houston State University,550,,560,,Huntsville
WESTFIELD STATE COLLEGE,550,,560,,WESTFIELD
MCMURRY UNIVERSITY,550,,560,,ABILENE
Iona College,550,,560,,New Rochelle
Lancaster Bible College,550,,560,,Lancaster
University of Nevada-Las Vegas,550,,560,,Las Vegas
Fitchburg State College,550,,560,,Fitchburg
Westfield State University,550,,560,,Westfield
Young Harris College,550,,560,,Young Harris
University of Connecticut-Stamford,550,,560,,Stamford
Jacksonville University,550,,560,,Jacksonville
Hawaii Pacific University,550,,560,,Honolulu
Bridgewater State College,550,,560,46600,Bridgewater
Sonoma State University,550,,560,,Rohnert Park
Eastern Oregon University,550,,560,,La Grande
FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,550,,560,,TALLAHASSEE
GEORGIA SOUTHERN UNIVERSITY,550,,560,,STATESBORO
UTICA COLLEGE,550,,560,,UTICA
CAMPBELL UNIVERSITY INC,550,,560,,BUIES CREEK
UNIVERSITY OF PITTSBURGH-BRADFORD,550,,560,,BRADFORD
BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,550,,560,,BLOOMSBURG
University of Connecticut-Avery Point,550,,560,,Groton
Pennsylvania State University-Penn State Berks,550,,560,,Reading
University of Pittsburgh-Bradford,550,,560,,Bradford
Western Kentucky University,550,,560,,Bowling Green
Misericordia University,550,,560,51600,Dallas
University of Massachusetts-Boston,550,,560,,Boston
Albright College,550,,560,,Reading
Morrisville State College,550,,560,34800,Morrisville
Mid-Atlantic Christian University,550,,560,28100,Elizabeth City
University of Saint Francis-Ft Wayne,550,,560,46300,Fort Wayne
GRAND VIEW COLLEGE,550,,560,,DES MOINES
PENNSYLVANIA STATE UNIVERSITY-PENN STATE MONT ALTO,550,,560,,MONT ALTO
WESTERN CAROLINA UNIVERSITY,550,,560,,CULLOWHEE
California State University-Channel Islands,550,,560,,Camarillo
Jacksonville University,550,,560,,Jacksonville
Concordia University-Texas,550,,560,46000,Austin
Bloomsburg University of Pennsylvania,550,,560,,Bloomsburg
SUNY College at Plattsburgh,550,,560,43000,Plattsburgh
Westfield State University,550,,560,45100,Westfield
King's College,550,,560,,Wilkes Barre
SUNY COLLEGE AT PLATTSBURGH,550,,560,,PLATTSBURGH
NORTH GREENVILLE COLLEGE,550,,560,,TIGERVILLE
SPRINGFIELD COLLEGE,550,,560,,SPRINGFIELD
UNIVERSITY OF NEW HAVEN,550,,560,,WEST HAVEN
CUMBERLAND COLLEGE,550,,560,,WILLIAMSBURG
PENNSYLVANIA STATE UNIVERSITY-PENN STATE YORK,550,,560,,YORK
SAM HOUSTON STATE UNIVERSITY,550,,560,,HUNTSVILLE
UNIVERSITY OF MARY HARDIN-BAYLOR,550,,560,,BELTON
Bridgewater State College,550,,560,,Bridgewater
Eastern Connecticut State University,550,,560,,Willimantic
Marian University,550,,560,,Indianapolis
STEPHEN F AUSTIN STATE UNIVERSITY,550,,560,,NACOGDOCHES
Bridgewater State University,550,,560,,Bridgewater
Hawaii Pacific University,550,,560,51700,Honolulu
McNeese State University,550,,560,,Lake Charles
North Central University,550,,560,,Minneapolis
Westfield State College,550,,560,48500,Westfield
Iona College,550,,560,,New Rochelle
Georgia Regents University,550,,560,,Augusta
University of Southern Mississippi,550,,560,,Hattiesburg
San Francisco State University,550,,560,,San Francisco
FRESNO PACIFIC UNIVERSITY,550,,560,,FRESNO
Notre Dame de Namur University,550,510,560,,Belmont
Newman University,550,510,560,,Wichita
University of South Carolina-Aiken,550,520,560,40800,Aiken
Indiana University-Purdue University-Fort Wayne,550,520,560,,Fort Wayne
Becker College,550,520,560,,Worcester
Saint Martin's University,550,530,560,51400,Lacey
Western Carolina University,550,530,560,,Cullowhee
University of New Hampshire at Manchester,550,530,560,,Manchester
Western Carolina University,550,530,560,42500,Cullowhee
Indiana University-Purdue University-Indianapolis,550,530,560,45300,Indianapolis
Radford University,550,530,560,,Radford
University of Nevada-Las Vegas,550,530,560,,Las Vegas
Nova Southeastern University,550,530,560,,Fort Lauderdale
Indiana University-Purdue University-Indianapolis,550,530,560,44700,Indianapolis
University of Pittsburgh-Greensburg,550,530,560,55200,Greensburg
Manchester University,550,530,560,,North Manchester
Central Washington University,550,530,560,,Ellensburg
University of Southern Indiana,550,530,560,,Evansville
University of the Incarnate Word,550,530,560,48600,San Antonio
University of Southern Indiana,550,530,560,,Evansville
Delaware Valley College,550,530,560,,Doylestown
Midwestern State University,550,530,560,44400,Wichita Falls
Hardin-Simmons University,550,530,560,,Abilene
Delaware Valley College,550,540,560,,Doylestown
Concordia University-Saint Paul,550,540,560,,Saint Paul
Florida Atlantic University,550,540,560,,Boca Raton
Florida Gulf Coast University,550,540,560,48100,Fort Myers
University of Pittsburgh-Bradford,550,540,560,55200,Bradford
Long Island University-C W Post Campus,550,540,560,,Brookville
Millersville University of Pennsylvania,550,540,560,,Millersville
Lynchburg College,550,540,560,,Lynchburg
Montreat College,550,540,560,,Montreat
Newman University,550,540,560,,Wichita
New York School of Interior Design,550,540,560,,New York
Florida Atlantic University,550,540,560,51900,Boca Raton
Holy Cross College,550,540,560,43500,Notre Dame
Slippery Rock University of Pennsylvania,550,540,560,,Slippery Rock
University of La Verne,550,540,560,,La Verne
Saint Xavier University,550,540,560,,Chicago
Florida Gulf Coast University,550,540,560,,Fort Myers
Franklin College,550,540,560,,Franklin
Worcester State University,550,540,560,,Worcester
University of Indianapolis,550,540,560,,Indianapolis
New Mexico State University-Main Campus,550,540,560,42000,Las Cruces
University of Southern Maine,550,540,560,,Portland
Concordia University Texas,550,540,560,44700,Austin
University of Pittsburgh-Greensburg,550,540,560,54000,Greensburg
Western Carolina University,550,540,560,,Cullowhee
University of La Verne,550,540,560,,La Verne
Delaware Valley College,550,540,560,,Doylestown
Lynchburg College,550,540,560,,Lynchburg
California Baptist University,550,540,560,,Riverside
Nova Southeastern University,550,550,560,62100,Fort Lauderdale
Delaware Valley College,550,550,560,49100,Doylestown
Fitchburg State College,550,550,560,43600,Fitchburg
Wilson College,550,550,560,34000,Chambersburg
Central Connecticut State University,550,550,560,,New Britain
University of New Haven,550,550,560,,West Haven
King's College,550,550,560,55300,Wilkes Barre
Fairleigh Dickinson University-College at Florham,550,550,560,51100,Madison
Central Connecticut State University,550,550,560,,New Britain
SUNY College of Agriculture and Technology at Cobleskill,550,550,560,,Cobleskill
Morehouse College,550,550,560,,Atlanta
King's College,550,550,560,,Wilkes Barre
Central Connecticut State University,550,550,560,47700,New Britain
University of Connecticut-Avery Point,550,550,560,63300,Groton
Worcester State College,550,550,560,48400,Worcester
Marshall University,550,550,560,,Huntington
Pacific Union College,550,550,560,,Angwin
Framingham State University,550,550,560,46400,Framingham
Cedar Crest College,550,550,560,,Allentown
Anderson University,550,550,560,38100,Anderson
Concordia University-Irvine,550,550,560,,Irvine
Rocky Mountain College of Art and Design,550,555,560,33500,Denver
University of La Verne,550,560,560,63700,La Verne
Suffolk University,550,560,560,,Boston
Northwest Christian University,550,560,560,43300,Eugene
Montclair State University,550,560,560,,Montclair
Shippensburg University of Pennsylvania,550,580,560,48800,Shippensburg
SUNY College at Cortland,550,590,560,,Cortland
Methodist University,548,,560,,Fayetteville
University of the Cumberlands,545,,560,38400,Williamsburg
University of Charleston,545,,560,43800,Charleston
Pennsylvania State University-Penn State Mont Alto,545,,560,,Mont Alto
UNIVERSITY OF LA VERNE,542,,560,,LA VERNE
University of La Verne,542,,560,,La Verne
Graceland University-Lamoni,540,,560,42000,Lamoni
College of Mount St. Joseph,540,,560,42800,Cincinnati
Limestone College,540,,560,42000,Gaffney
Pennsylvania State University-Penn State Berks,540,,560,,Reading
Walsh University,540,,560,,North Canton
SOUTHERN UTAH UNIVERSITY,540,,560,,CEDAR CITY
PENNSYLVANIA STATE UNIVERSITY-PENN STATE BERKS,540,,560,,READING
ROBERT MORRIS UNIVERSITY,540,,560,,MOON TOWNSHIP
Bethel College,540,,560,,North Newton
Catawba College,540,,560,,Salisbury
York College,540,,560,34500,York
West Texas A & M University,540,,560,,Canyon
CUNY BROOKLYN COLLEGE,540,,560,,BROOKLYN
CALIFORNIA STATE UNIVERSITY-FULLERTON,540,,560,,FULLERTON
NOVA SOUTHEASTERN UNIVERSITY,540,,560,,FT LAUDERDALE
NEWBERRY COLLEGE,540,,560,,NEWBERRY
Worcester State College,540,,560,48100,Worcester
Pennsylvania State University-Penn State Altoona,540,,560,53800,Altoona
William Paterson University of New Jersey,540,,560,,Wayne
UNIVERSITY OF DUBUQUE,540,,560,,DUBUQUE
ANGELO STATE UNIVERSITY,540,,560,,SAN ANGELO
ROBERT MORRIS UNIVERSITY,540,,560,,MOON TOWNSHIP
East Texas Baptist University,540,,560,41600,Marshall
Sam Houston State University,540,,560,,Huntsville
La Sierra University,540,,560,,Riverside
NOVA SOUTHEASTERN UNIVERSITY,540,,560,,FT LAUDERDALE
PIEDMONT COLLEGE,540,,560,,DEMOREST
Marian University,540,,560,43100,Indianapolis
PENNSYLVANIA STATE UNIVERSITY-PENN STATE HAZLETON,540,,560,,HAZLETON
PENNSYLVANIA STATE UNIVERSITY-PENN ST MCKEESPORT,540,,560,,MCKEESPORT
COASTAL CAROLINA UNIVERSITY,540,,560,,CONWAY
PENNSYLVANIA STATE UNIVERSITY-PENN STATE WILKES-BA,540,,560,,LEHMAN
UNIVERSITY OF SOUTH CAROLINA-AIKEN,540,,560,,AIKEN
PFEIFFER UNIVERSITY,540,,560,,MISENHEIMER
University of Charleston,540,,560,,Charleston
Sam Houston State University,540,,560,45400,Huntsville
CUNY College of Staten Island,540,,560,46200,Staten Island
University of South Carolina-Upstate,540,,560,,Spartanburg
Endicott College,540,,560,,Beverly
SUNY COLLEGE AT CORTLAND,540,,560,,CORTLAND
Brevard College,540,,560,35500,Brevard
Anderson University,540,,560,,Anderson
Southern Arkansas University Main Campus,540,,560,39100,Magnolia
Westfield State College,540,,560,,Westfield
CALIFORNIA STATE UNIVERSITY-SAN MARCOS,540,,560,,SAN MARCOS
CALIFORNIA STATE UNIVERSITY-LONG BEACH,540,,560,,LONG BEACH
PENNSYLVANIA STATE UNIVERSITY-PENN STATE MONT ALTO,540,,560,,MONT ALTO
Mount Saint Mary College,540,,560,51700,Newburgh
Wilmington College,540,,560,41600,Wilmington
Coastal Carolina University,540,,560,41000,Conway
UNIVERSITY OF HAWAII AT HILO,540,,560,,Hilo
PENNSYLVANIA STATE UNIVERSITY-PENN STATE BERKS,540,,560,,Reading
CALIFORNIA STATE UNIVERSITY-SACRAMENTO,540,,560,,SACRAMENTO
CUNY COLLEGE OF STATEN ISLAND,540,,560,,STATEN ISLAND
Southern Illinois University Carbondale,540,,560,,Carbondale
Lenoir-Rhyne University,540,,560,,Hickory
COLBY-SAWYER COLLEGE,540,,560,,NEW LONDON
Bloomsburg University of Pennsylvania,540,,560,45600,Bloomsburg
Lenoir-Rhyne University,540,,560,41400,Hickory
LaGrange College,540,,560,41600,Lagrange
University of South Carolina-Aiken,540,,560,,Aiken
PENNSYLVANIA STATE UNIVERSITY-PENN STATE BEAVER,540,,560,,MONACA
University of Charleston,540,,560,,Charleston
TEXAS A & M UNIVERSITY-COMMERCE,540,,560,,COMMERCE
University of Connecticut-Avery Point,540,,560,59700,Groton
CALIFORNIA STATE UNIVERSITY-SAN MARCOS,540,,560,,SAN MARCOS
Crouse Hospital School of Nursing,540,,560,,Syracuse
CALIFORNIA STATE UNIVERSITY-LONG BEACH,540,,560,,LONG BEACH
Mount Saint Mary College,540,,560,,Newburgh
Lenoir-Rhyne University,540,,560,,Hickory
Montreat College,540,,560,,Montreat
Coastal Carolina University,540,,560,,Conway
Indiana University-Purdue University-Indianapolis,540,,560,44800,Indianapolis
Northern Kentucky University,540,,560,,Highland Heights
Catawba College,540,,560,,Salisbury
UNIVERSITY OF PITTSBURGH-JOHNSTOWN,540,,560,,JOHNSTOWN
University of Hawaii at Hilo,540,,560,,Hilo
California State University-Fullerton,540,,560,,Fullerton
Bluffton University,540,,560,41800,Bluffton
Stephen F Austin State University,540,,560,,Nacogdoches
Southern Utah University,540,,560,,Cedar City
CUNY College of Staten Island,540,,560,49700,Staten Island
Waynesburg University,540,,560,45800,Waynesburg
Widener University-Main Campus,540,,560,54000,Chester
PENNSYLVANIA STATE UNIVERSITY-PENN STATE YORK,540,,560,,YORK
Vanguard University of Southern California,540,,560,,Costa Mesa
WIDENER UNIVERSITY-MAIN CAMPUS,540,,560,,CHESTER
CUNY College of Staten Island,540,,560,,Staten Island
Howard Payne University,540,,560,39200,Brownwood
Mount Saint Mary College,540,,560,50200,Newburgh
SAINT JOSEPHS COLLEGE,540,,560,,STANDISH
Bloomsburg University of Pennsylvania,540,,560,,Bloomsburg
UNIVERSITY OF MASSACHUSETTS-BOSTON,540,,560,,BOSTON
FAIRLEIGH DICKINSON UNIVERSITY-ALL CAMPUSES,540,,560,,TEANECK
CALIFORNIA STATE UNIVERSITY-SACRAMENTO,540,,560,,SACRAMENTO
CUNY College of Staten Island,540,,560,,Staten Island
Austin Peay State University,540,,560,,Clarksville
University of Pittsburgh-Greensburg,540,,560,53500,Greensburg
D'Youville College,540,,560,53700,Buffalo
McPherson College,540,,560,,McPherson
SAINT ELIZABETH COLLEGE OF NURSING,540,,560,,UTICA
California State University-Fullerton,540,0,560,,Fullerton
Grace Bible College,540,460,560,,Wyoming
Pennsylvania State University-Penn State New Kensington,540,505,560,53500,Upper Burrell
Bethany College,540,510,560,,Lindsborg
Methodist University,540,510,560,46000,Fayetteville
Texas Wesleyan University,540,510,560,,Fort Worth
University of Wisconsin-Whitewater,540,510,560,44300,Whitewater
Northwest Christian College,540,510,560,,Eugene
University of Hawaii at Hilo,540,520,560,37900,Hilo
Newberry College,540,520,560,,Newberry
Pennsylvania State University-Penn State Lehigh Valley,540,520,560,,Center Valley
Lander University,540,520,560,,Greenwood
Menlo College,540,520,560,54900,Atherton
Maine Maritime Academy,540,520,560,,Castine
University of South Carolina-Aiken,540,520,560,42000,Aiken
Maine Maritime Academy,540,520,560,85100,Castine
West Virginia University Institute of Technology,540,520,560,,Montgomery
University of Pittsburgh-Johnstown,540,530,560,,Johnstown
University of La Verne,540,530,560,57300,La Verne
Bloomsburg University of Pennsylvania,540,530,560,,Bloomsburg
Pennsylvania State University-Penn State Wilkes-Barre,540,530,560,,Lehman
East Carolina University,540,530,560,,Greenville
Southern New Hampshire University,540,530,560,,Manchester
Pennsylvania State University-Penn State Altoona,540,530,560,,Altoona
Lubbock Christian University,540,530,560,41800,Lubbock
Ashland University,540,530,560,41000,Ashland
Franklin College,540,530,560,,Franklin
University of Pittsburgh-Greensburg,540,530,560,,Greensburg
Texas A & M University-Texarkana,540,530,560,,Texarkana
Slippery Rock University of Pennsylvania,540,530,560,40600,Slippery Rock
Fairleigh Dickinson University-Metropolitan Campus,540,530,560,,Teaneck
Hawaii Pacific University,540,538,560,50100,Honolulu
Fresno Pacific University,540,540,560,46200,Fresno
Emory and Henry College,540,540,560,,Emory
Franklin College,540,540,560,48400,Franklin
University of Pittsburgh-Johnstown,540,540,560,,Johnstown
Southern Wesleyan University,540,540,560,,Central
University of Pittsburgh-Johnstown,540,540,560,54000,Johnstown
Worcester State University,540,540,560,46500,Worcester
Nova Southeastern University,540,540,560,61500,Fort Lauderdale
Schreiner University,540,540,560,42300,Kerrville
Stevenson University,540,540,560,,Stevenson
Worcester State College,540,540,560,,Worcester
Fresno Pacific University,540,540,560,,Fresno
High Point University,540,540,560,,High Point
University of La Verne,540,540,560,56300,La Verne
Long Island University-C W Post Campus,540,540,560,,Brookville
Bloomsburg University of Pennsylvania,540,540,560,47800,Bloomsburg
Kettering College of Medical Arts,540,540,560,69700,Kettering
The Art Institute of Washington,540,540,560,,Arlington
Central Connecticut State University,540,540,560,50400,New Britain
Long Island University-C W Post Campus,540,545,560,,Brookville
Montclair State University,540,550,560,,Montclair
Worcester State University,540,550,560,,Worcester
Central Connecticut State University,540,550,560,,New Britain
Mesa State College,535,,560,40000,Grand Junction
West Virginia University Institute of Technology,530,,560,,Montgomery
California State University-Fullerton,530,,560,51600,Fullerton
California State University-Fullerton,530,,560,,Fullerton
CALIFORNIA STATE UNIVERSITY-FULLERTON,530,,560,,FULLERTON
Pennsylvania State University-Penn State Beaver,530,,560,,Monaca
Piedmont College,530,,560,,Demorest
CALIFORNIA STATE UNIVERSITY-SACRAMENTO,530,,560,,SACRAMENTO
University of the Ozarks,530,,560,40300,Clarksville
PFEIFFER UNIVERSITY,530,,560,,MISENHEIMER
CALIFORNIA STATE UNIVERSITY-FULLERTON,530,,560,,FULLERTON
Walsh University,530,,560,44100,North Canton
METHODIST COLLEGE,530,,560,,FAYETTEVILLE
CALIFORNIA STATE UNIVERSITY-FULLERTON,530,,560,,FULLERTON
California State University-Fullerton,530,,560,54000,Fullerton
Pennsylvania State University-Penn State Abington,530,,560,,Abington
Pennsylvania State University-Penn State York,530,,560,53800,York
Limestone College,530,,560,,Gaffney
East Central University,530,,560,,Ada
METHODIST COLLEGE,530,,560,,FAYETTEVILLE
Morehead State University,530,,560,36400,Morehead
GRACELAND UNIVERSITY-LAMONI,530,,560,,Lamoni
SUNY College of Technology at Alfred,530,,560,,Alfred
Pennsylvania State University-Penn State Berks,530,,560,53800,Reading
Widener University-Main Campus,530,,560,,Chester
Minnesota State University-Moorhead,530,,560,41600,Moorhead
KENDALL COLLEGE,530,,560,,Chicago
Mesa State College,530,,560,,Grand Junction
University of the Cumberlands,530,,560,,Williamsburg
New Mexico Military Institute,530,,560,,Roswell
NORTHWOOD UNIVERSITY,530,,560,,MIDLAND
Montreat College,530,,560,46000,Montreat
Coastal Carolina University,530,,560,39600,Conway
McMurry University,530,,560,,Abilene
Cabarrus College of Health Sciences,530,,560,,Concord
Howard Payne University,530,,560,,Brownwood
MONTANA STATE UNIVERSITY-BILLINGS,530,,560,,BILLINGS
Wayland Baptist University,530,,560,,Plainview
McMurry University,530,,560,,Abilene
Widener University-Main Campus,530,,560,,Chester
College of Staten Island CUNY,530,,560,,Staten Island
California State University-Sacramento,530,,560,,Sacramento
Pennsylvania State University-Penn State Wilkes-Barre,530,,560,,Lehman
Pennsylvania State University-Penn State Beaver,530,,560,,Monaca
Robert Morris University,530,,560,,Moon Township
Nova Southeastern University,530,,560,,Fort Lauderdale
Morehead State University,530,,560,,Morehead
Widener University-Main Campus,530,,560,58200,Chester
Saint Josephs College,530,,560,45800,Rensselaer
Newberry College,530,0,560,,Newberry
Vermont Technical College,530,500,560,,Randolph Center
Pennsylvania State University-Penn State Wilkes-Barre,530,500,560,,Lehman
Pennsylvania State University-Penn State Brandywine,530,510,560,53500,Media
Texas Wesleyan University,530,510,560,41100,Fort Worth
University of Pittsburgh-Bradford,530,510,560,,Bradford
New Mexico Military Institute,530,510,560,,Roswell
St. Thomas Aquinas College,530,520,560,,Sparkill
Pennsylvania State University-Penn State Beaver,530,520,560,53500,Monaca
Pennsylvania State University-Penn State Lehigh Valley,530,520,560,,Center Valley
Pennsylvania State University-Penn State Berks,530,520,560,,Reading
Pennsylvania State University-Penn State Berks,530,520,560,53500,Reading
Fairleigh Dickinson University-Metropolitan Campus,530,530,560,55800,Teaneck
Menlo College,530,530,560,,Atherton
Pennsylvania State University-Penn State Altoona,530,530,560,,Altoona
University of Saint Francis-Ft Wayne,530,530,560,43700,Fort Wayne
Fairleigh Dickinson University-Metropolitan Campus,530,530,560,,Teaneck
Midwestern State University,530,540,560,,Wichita Falls
Fresno Pacific University,530,550,560,41600,Fresno
Lindenwood University,530,590,560,,Saint Charles
Fairleigh Dickinson University-Metropolitan Campus,530,640,560,,Teaneck
TRINITY BIBLE COLLEGE,525,,560,,ELLENDALE
New York Institute of Technology-Manhattan Campus,520,,560,56900,New York
Tennessee Wesleyan College,520,,560,,Athens
West Virginia University Hospital School of Radiologic Technology,520,,560,,Morgantown
GRAND VIEW COLLEGE,520,,560,,DES MOINES
Pennsylvania State University-Penn State Beaver,520,,560,52300,Monaca
Notre Dame College,520,,560,40800,Cleveland
ST JOSEPHS COLL OF NURSING AT ST JOSEPHS HOSP HEAL,520,,560,,SYRACUSE
Cabarrus College of Health Sciences,520,,560,,Concord
Thomas More College,520,,560,,Crestview Hills
Long Island University-Brooklyn Campus,520,,560,,Brooklyn
New York Institute of Technology-Manhattan Campus,520,,560,,New York
Northwood University,520,,560,,Midland
Southwestern College,520,,560,52300,Winfield
FAXTON-ST LUKE'S HEALTHCARE SCHOOL OF RAD TECH,520,,560,,UTICA
California State University-East Bay,520,0,560,,Hayward
Kansas Wesleyan University,520,0,560,,Salina
Newberry College,520,500,560,37800,Newberry
Midland Lutheran College,520,500,560,,Fremont
Oklahoma Wesleyan University,520,500,560,,Bartlesville
Pennsylvania State University-Penn State Greater Allegheny,520,500,560,,McKeesport
Warner Pacific College,520,520,560,38400,Portland
McKendree University,520,520,560,50700,Lebanon
Pennsylvania State University-Penn State Brandywine,520,530,560,,Media
University of St Francis,520,560,560,,Joliet
WALDORF COLLEGE,510,,560,,FOREST CITY
Jamestown College,510,,560,43400,Jamestown
Menlo College,510,,560,,Atherton
New York Institute of Technology-Manhattan Campus,510,,560,55300,New York
COLLEGE OF THE SOUTHWEST,510,,560,,HOBBS
SUNY College of Technology at Alfred,510,,560,39600,Alfred
Indiana Institute of Technology,510,,560,45000,Fort Wayne
Wilmington College,510,,560,42800,Wilmington
Lewis University,510,470,560,,Romeoville
Oklahoma Wesleyan University,510,480,560,,Bartlesville
SUNY College of Technology at Alfred,510,490,560,,Alfred
Northwood University,510,500,560,49700,Cedar Hill
Menlo College,510,500,560,65100,Atherton
Cumberland University,510,530,560,40500,Lebanon
Johnson College,500,,560,,Scranton
University of Saint Mary,500,,560,,Leavenworth
Trinity International University-Illinois,500,,560,,Deerfield
Bethany College,500,480,560,,Lindsborg
University of Mary,500,530,560,49300,Bismarck
Clarke University,493,,560,44000,Dubuque
MIDLAND LUTHERAN COLLEGE,490,,560,,FREMONT
MOTLOW STATE COMMUNITY COLLEGE,490,,560,,Tullahoma
University of Minnesota-Crookston,490,,560,40000,Crookston
Lindenwood University,490,460,560,,Saint Charles
East Central University,480,,560,,Ada
Dana College,480,,560,48100,Blair
Charles E Gregory School of Nursing,480,480,560,,Old Bridge
University of Alaska Anchorage,480,540,560,42000,Anchorage
Tabor College,470,,560,40400,Hillsboro
DIVINE WORD COLLEGE,470,,560,,EPWORTH
Lakeland College,470,390,560,42500,Plymouth
Hiwassee College,470,460,560,29600,Madisonville
AMERICAN INDIAN COLL OF THE ASSEMBLIES OF GOD INC,440,,560,,PHOENIX
Tusculum College,,,560,48400,Greeneville
Southern Illinois University Carbondale,,,560,48400,Carbondale
Brescia University,,,560,,Owensboro
Upper Iowa University,,490,560,42700,Fayette
Northwest Missouri State University,,540,560,42800,Maryville
Northern State University,,550,560,,Aberdeen
MidAmerica Nazarene University,,590,560,42900,Olathe
Saint Joseph College,604,,559,,West Hartford
Dallas Christian College,562,541,559,,Dallas
Regent University,608,578,558,,Virginia Beach
Huntingdon College,595,540,558,40300,Montgomery
Bridgewater State University,550,,558,43100,Bridgewater
Shorter University,550,550,558,,Rome
VERMONT TECHNICAL COLLEGE,530,,558,,Randolph Center
The University of Texas of the Permian Basin,530,,558,,Odessa
Hope International University,,520,558,39800,Fullerton
UNIVERSITY OF ALASKA SOUTHEAST,590,,557,,JUNEAU
PEACE COLLEGE,576,,557,,RALEIGH
Dallas Christian College,560,,557,,Dallas
BRIGHAM YOUNG UNIVERSITY-HAWAII CAMPUS,527,,557,,Laie
HOLY CROSS COLLEGE,515,,557,,NOTRE DAME
West Virginia Wesleyan College,510,550,557,,Buckhannon
Aquinas College,645,,555,,Nashville
Lyme Academy College of Fine Arts,630,595,555,,Old Lyme
CORCORAN COLLEGE OF ART AND DESIGN,610,,555,,WASHINGTON
Austin Peay State University,595,,555,39500,Clarksville
Greenville College,590,,555,,Greenville
Clearwater Christian College,585,,555,,Clearwater
MASSACHUSETTS COLLEGE OF LIBERAL ARTS,585,,555,,NORTH ADAMS
Austin Peay State University,580,,555,,Clarksville
Malone University,580,,555,44700,Canton
San Diego Christian College,570,,555,,El Cajon
MARYWOOD UNIVERSITY,570,,555,,SCRANTON
MOUNT SAINT MARYS COLLEGE,570,,555,,LOS ANGELES
MOUNT ST MARY'S COLLEGE,570,,555,,LOS ANGELES
Carson-Newman University,560,,555,,Jefferson City
Friends University,555,,555,,Wichita
Life Pacific College,555,530,555,,San Dimas
East Tennessee State University,550,,555,,Johnson City
Northern Kentucky University,550,,555,38700,Highland Heights
JOHNSON COLLEGE,545,,555,,SCRANTON
Baker University,543,,555,,Baldwin City
Pennsylvania State University-Penn State Mont Alto,540,,555,,Mont Alto
The University of Texas of the Permian Basin,540,,555,,Odessa
Iowa Wesleyan College,540,,555,,Mount Pleasant
Kentucky Wesleyan College,540,660,555,,Owensboro
NORTH CAROLINA WESLEYAN COLLEGE,539,,555,,ROCKY MOUNT
Baker University,535,,555,,Baldwin City
University of Minnesota-Crookston,530,,555,,Crookston
Pennsylvania State University-Penn State Mont Alto,530,510,555,,Mont Alto
Lambuth University,523,,555,40000,Jackson
CLARKE COLLEGE,505,,555,,DUBUQUE
Arkansas State University-Main Campus,505,480,555,,Jonesboro
Missouri Valley College,483,,555,,Marshall
Freed-Hardeman University,603,,553,,Henderson
Austin Peay State University,590,,553,,Clarksville
University of the Ozarks,573,,553,,Clarksville
THE UNIVERSITY OF TEXAS AT SAN ANTONIO,547,,553,,SAN ANTONIO
MOUNT CARMEL COLLEGE OF NURSING,543,,553,,COLUMBUS
Southern New Hampshire University,522,,553,,Manchester
AMERICAN ACADEMY OF DRAMATIC ARTS,691,,552,,NEW YORK
